User ID,Age,Gender,Marital status,Highest level of education completed?,Ownership of land/plot,Ownership of land with certificates,Ownership of mobile phone,Salaries/wages,Trading/selling produce,Service providing income,Piece work/Casual labor,Rental income,Interest from savings/investments,Pension,Social welfare grant,Receive money from others,Expenses covered by others,Other income,Employment type,Main items sold,Main services provided,Sent money in last 12 months?,Last time sent money,Received money in last 12 months?,Last time received money,Frequency of mobile money usage for purchases,Frequency of mobile money usage for bill payment,Literacy in Kiswahili,Literacy in English,Latitude,Longitude,Use of mobile money,Savings behavior,Borrowing behavior,Insurance ownership,Mobile money classification
2950,30,Female,Married,No formal education,You do not own or rent the land,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-10.26246326,39.9220125,No,No,No,No,Does not use any financial service
4293,64,Male,Divorced,Primary completed,You do not own or rent the land,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Private company/business,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-10.73491123,39.51144835,Yes,Yes,Yes,No,Uses both
8374,34,Female,Divorced,Primary completed,You personally own the land/plot where you live,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Things you buy from others - non-agricultural products,Not applicable,Yes,In the past 90 days,Yes,In the past 90 days,Monthly,Less often than monthly,Can read and write,Can neither read nor write,-10.40659543,39.16513389,Yes,Yes,Yes,No,Uses both
4902,38,Female,Single/never married,Primary completed,The land/plot is rented,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"Personal services (hairdressers, massage, etc.)",Yes,In the past 7 days,Yes,Yesterday/today,Never,Not applicable,Can read and write,Can neither read nor write,-10.36619308,38.76087833,Yes,Yes,Yes,No,Uses both
92,44,Male,Married,Some primary,You personally own the land/plot where you live,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Never,Can read and write,Can neither read nor write,-6.83324033,39.24098671,No,No,No,No,Does not use any financial service
6403,38,Female,Married,No formal education,A household member owns the land/plot,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-5.59185397,38.25097115,No,No,No,No,Does not use any financial service
6233,36,Male,Married,Some primary,You do not own or rent the land,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Livestock,Not applicable,No,Not applicable,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-4.30370721,34.21886494,Yes,Yes,No,No,Uses both
6072,63,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 90 days,No,Not applicable,Never,Monthly,Can read and write,Can neither read nor write,-1.34691355,31.65839492,Yes,No,Yes,No,Uses both
5748,40,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-11.09878132,39.30737202,Yes,Yes,No,No,Uses both
2166,29,Female,Married,No formal education,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-7.99434532,31.79558911,No,No,Yes,No,Does not use mobile money
7851,28,Female,Married,Primary completed,A household member owns the land/plot,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.67737192,35.95596657,No,No,No,Yes,Does not use mobile money
6818,43,Male,Married,Do not know,You do not own or rent the land,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Government,Crops/produce I grow,Not applicable,Yes,6 months or longer ago,Yes,6 months or longer ago,Monthly,Not applicable,Can read and write,Can write only,-4.02600691,34.50813871,Yes,Yes,Yes,Yes,Uses both
1495,30,Female,Married,Primary completed,The land/plot is rented,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Less often than monthly,Not applicable,Can neither read nor write,Can neither read nor write,-6.31965949,31.08185059,Yes,Yes,No,No,Uses both
7392,40,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Government,Crops/produce I grow,Not applicable,Yes,6 months or longer ago,Yes,6 months or longer ago,Never,Not applicable,Can read and write,Can read only,-10.69710462,39.3936458,Yes,Yes,Yes,No,Uses both
7927,50,Female,Married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-11.04243413,37.43105562,No,Yes,No,No,Does not use mobile money
6379,55,Male,Married,No formal education,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,Livestock,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-5.24621246,39.78156168,No,No,No,No,Does not use any financial service
9430,35,Female,Married,No formal education,A household member owns the land/plot,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,In the past 90 days,Never,Not applicable,Can neither read nor write,Can neither read nor write,-7.51617368,39.23448844,Yes,No,No,No,Uses mobile money only
9425,23,Male,Married,Some secondary,The land/plot is rented,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Transport,Yes,In the past 90 days,No,Not applicable,Monthly,Not applicable,Can read and write,Can read and write,-6.808056667,39.25017,Yes,Yes,Yes,No,Uses both
4655,33,Female,Married,Some primary,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-3.23081335,31.81441051,No,No,No,No,Does not use any financial service
105,55,Female,Divorced,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,Things you buy from others - non-agricultural products,Not applicable,No,Not applicable,Yes,In the past 7 days,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-6.84488401,39.23453605,Yes,No,No,No,Uses mobile money only
8402,62,Female,Widowed,No formal education,You personally own the land/plot where you live,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read only,Can neither read nor write,-8.28863246,35.30630027,No,No,No,No,Does not use any financial service
8625,38,Female,Married,Primary completed,You personally own the land/plot where you live,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-9.44260286,33.55586133,No,No,No,No,Does not use any financial service
6716,63,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Not applicable,"Things you collect from nature (stones, sand, thatch, herbs)",Not applicable,Yes,More than 90 days ago but less than 6 months ago,Yes,In the past 30 days,Never,Never,Can read and write,Can read only,-4.90514862,35.7796251,Yes,Yes,Yes,Yes,Uses both
9166,58,Male,Married,Post primary technical training,You do not own or rent the land,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Government,Crops/produce I grow,Not applicable,Yes,Yesterday/today,Yes,In the past 30 days,Monthly,Monthly,Can read and write,Can read and write,-10.83563904,38.64883533,Yes,Yes,Yes,Yes,Uses both
7906,20,Male,Single/never married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,6 months or longer ago,Never,Not applicable,Can read and write,Can neither read nor write,-3.03081592,34.35169041,Yes,Yes,Yes,Yes,Uses both
5913,45,Male,Married,Some secondary,You do not own or rent the land,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,"Things you make (clothes, art, crafts)",Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Refused to read,Refused to read,-5.87411631,39.25850208,No,No,Yes,No,Does not use mobile money
7662,37,Female,Married,Primary completed,You do not own or rent the land,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-3.20374399,34.41586241,No,No,Yes,No,Does not use mobile money
5862,20,Male,Single/never married,University or other higher education,A household member owns the land/plot,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-2.28708385,32.26856408,Yes,No,No,No,Uses mobile money only
6852,52,Male,Married,Primary completed,You personally own the land/plot where you live,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Livestock,Not applicable,Yes,In the past 90 days,Yes,In the past 7 days,Never,Never,Can read and write,Can read and write,-3.00884957,37.58281248,Yes,Yes,Yes,No,Uses both
6859,47,Female,Widowed,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,6 months or longer ago,Never,Not applicable,Can read and write,Can read and write,-3.0056963,37.5840464,Yes,Yes,No,No,Uses both
4212,72,Male,Married,No formal education,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-6.25255188,30.91319356,No,No,Yes,No,Does not use mobile money
8974,45,Male,Married,No formal education,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Livestock,Not applicable,Yes,In the past 30 days,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-1.90215736,35.41787527,No,Yes,Yes,No,Does not use mobile money
1332,43,Male,Married,Some secondary,You personally own the land/plot where you live,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,In the past 30 days,Monthly,Never,Can read and write,Can read and write,-5.26057626,39.78331192,Yes,No,Yes,No,Uses both
375,23,Male,Single/never married,University or other higher education,You do not own or rent the land,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Daily,Monthly,Can read and write,Can read and write,-2.52617029,32.9025162,Yes,Yes,No,No,Uses both
8762,36,Female,Married,No formal education,You do not own or rent the land,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-11.11490446,38.47047055,No,No,No,No,Does not use any financial service
3790,31,Female,Divorced,Primary completed,The land/plot is rented,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 90 days,Yes,More than 90 days ago but less than 6 months ago,Never,Not applicable,Can read and write,Can neither read nor write,-8.07296285,31.93341643,Yes,Yes,Yes,No,Uses both
1392,36,Female,Single/never married,Primary completed,The land/plot is rented,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Things you buy from others - agricultural products,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-7.78106059,35.6921341,No,Yes,Yes,No,Does not use mobile money
6064,48,Male,Married,Some primary,You do not own or rent the land,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Refused to read,Refused to read,-2.34863849,32.29560613,No,No,No,No,Does not use any financial service
1336,27,Male,Single/never married,University or other higher education,You do not own or rent the land,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - agricultural products,Not applicable,Yes,In the past 30 days,Yes,In the past 30 days,Monthly,Not applicable,Can read and write,Can read and write,-3.11020985,32.72897629,Yes,Yes,Yes,Yes,Uses both
1553,58,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-5.15607618,38.44840737,No,No,No,No,Does not use any financial service
3013,17,Male,Single/never married,University or other higher education,A household member owns the land/plot,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-8.86872725,34.9533847,No,No,No,No,Does not use any financial service
1891,42,Male,Married,University or other higher education,You personally own the land/plot where you live,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Other,Not applicable,Yes,Yesterday/today,Yes,In the past 30 days,Less often than monthly,Less often than monthly,Can read and write,Can read and write,-6.76283545,38.98393606,Yes,No,Yes,Yes,Uses both
2787,23,Male,Single/never married,University or other higher education,A household member owns the land/plot,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-6.1652279,39.20935039,No,No,No,No,Does not use any financial service
4381,35,Female,Married,Primary completed,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-5.05125414,33.4871205,No,No,No,No,Does not use any financial service
1172,51,Male,Married,University or other higher education,You personally own the land/plot where you live,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Government,Not applicable,Not applicable,Yes,In the past 30 days,No,Not applicable,Never,Never,Can read and write,Can read and write,-3.346076,37.30234087,Yes,Yes,Yes,Yes,Uses both
4809,50,Female,Widowed,No formal education,You own the land/plot together with someone else,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Never,Can neither read nor write,Can neither read nor write,-5.09456053,39.77252596,No,Yes,No,No,Does not use mobile money
555,22,Female,Divorced,No formal education,You do not own or rent the land,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,In the past 7 days,Never,Not applicable,Can neither read nor write,Can neither read nor write,-10.28344857,40.11816281,Yes,No,No,No,Uses mobile money only
8519,23,Female,Married,Primary completed,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,6 months or longer ago,Never,Not applicable,Can read and write,Can neither read nor write,-8.49612892,35.59114955,Yes,No,Yes,No,Uses both
5053,33,Female,Single/never married,Primary completed,The land/plot is rented,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - non-agricultural products,Not applicable,Yes,In the past 30 days,Yes,In the past 30 days,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-1.32422346,31.79124312,Yes,No,Yes,No,Uses both
2309,70,Female,Widowed,No formal education,You personally own the land/plot where you live,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-6.74432804,36.09118028,No,No,No,No,Does not use any financial service
4393,48,Female,Married,No formal education,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-3.27938574,32.21993128,No,Yes,Yes,No,Does not use mobile money
6519,23,Female,Married,University or other higher education,You do not own or rent the land,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,Yes,In the past 30 days,Yes,6 months or longer ago,Less often than monthly,Not applicable,Can read and write,Can read and write,-6.80170088,39.05390712,Yes,Yes,No,No,Uses both
600,30,Male,Married,Primary completed,The land/plot is rented,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Individual who owns his own business,Crops/produce I grow,Not applicable,Yes,In the past 7 days,No,Not applicable,Daily,Monthly,Can read and write,Can neither read nor write,-4.89402841,38.57581444,Yes,Yes,Yes,No,Uses both
6784,29,Male,Married,Primary completed,You personally own the land/plot where you live,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,Yesterday/today,Yes,In the past 90 days,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-9.65622928,33.90274596,Yes,Yes,Yes,No,Uses both
3591,52,Female,Married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-2.76936658,32.59829776,Yes,Yes,Yes,No,Uses both
9115,64,Male,Widowed,Primary completed,You personally own the land/plot where you live,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-11.07876524,38.27432911,No,No,No,No,Does not use any financial service
279,23,Female,Divorced,University or other higher education,The land/plot is rented,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"Hospitality /Accommodation, restaurants, etc.",Yes,In the past 30 days,Yes,In the past 30 days,Never,Never,Can read and write,Can neither read nor write,-6.18025109,39.23729421,Yes,Yes,Yes,No,Uses both
6571,25,Female,Single/never married,Primary completed,The land/plot is rented,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"Hospitality /Accommodation, restaurants, etc.",Yes,In the past 30 days,Yes,In the past 7 days,Less often than monthly,Not applicable,Can read and write,Refused to read,-8.28546003,35.30856375,Yes,Yes,Yes,Yes,Uses both
6373,21,Male,Married,Some secondary,A household member owns the land/plot,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Never,Can read and write,Refused to read,-5.17770129,39.79283307,No,No,No,No,Does not use any financial service
5029,41,Male,Married,Do not know,You personally own the land/plot where you live,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Private company/business,Crops/produce I grow,Transport,Yes,In the past 7 days,Yes,In the past 7 days,Never,Never,Can read and write,Can read and write,-1.32436687,31.79132778,Yes,Yes,Yes,No,Uses both
1943,44,Female,Married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-10.7812596,39.54818171,No,No,No,No,Does not use any financial service
7340,28,Female,Widowed,Some primary,A household member owns the land/plot,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.98404435,39.83424895,No,No,Yes,No,Does not use mobile money
3685,53,Female,Divorced,Primary completed,You personally own the land/plot where you live,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-8.90465928,34.66929639,Yes,Yes,No,No,Uses both
961,83,Male,Widowed,Some primary,You personally own the land/plot where you live,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,In the past 30 days,Never,Not applicable,Can neither read nor write,Can neither read nor write,-8.90618718,33.45561828,No,No,No,No,Does not use any financial service
3751,49,Female,Divorced,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 30 days,Yes,In the past 7 days,Monthly,Monthly,Can read and write,Can read only,-7.46896081,36.12839172,Yes,Yes,Yes,Yes,Uses both
6380,55,Male,Married,Primary completed,You personally own the land/plot where you live,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-8.60963588,31.29034561,No,No,No,No,Does not use any financial service
6861,48,Male,Married,Primary completed,You do not own or rent the land,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 7 days,Yes,In the past 7 days,Never,Not applicable,Can read and write,Can read only,-10.5617404,39.1712248,Yes,Yes,Yes,No,Uses both
5765,32,Female,Married,Primary completed,You personally own the land/plot where you live,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-4.10885327,35.18650964,No,No,No,No,Does not use any financial service
3849,69,Male,Divorced,Primary completed,You personally own the land/plot where you live,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read only,-5.187207,38.76914847,Yes,No,No,No,Uses mobile money only
4577,25,Male,Married,Some secondary,You do not own or rent the land,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-3.2636442,32.22343243,No,No,Yes,No,Does not use mobile money
7614,35,Female,Married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,"Technical - mechanic, etc.",No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-4.19966008,32.32597815,No,Yes,Yes,No,Does not use mobile money
4627,70,Female,Widowed,No formal education,You personally own the land/plot where you live,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-1.40211801,34.39060054,No,Yes,No,No,Does not use mobile money
1487,22,Male,Single/never married,Some primary,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,6 months or longer ago,Yes,6 months or longer ago,Less often than monthly,Not applicable,Can read and write,Can read and write,-3.62771843,33.39547761,Yes,Yes,No,No,Uses both
2816,35,Female,Divorced,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - agricultural products,Not applicable,Yes,In the past 90 days,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-2.9893776,34.19544697,Yes,Yes,Yes,No,Uses both
8980,52,Male,Married,Primary completed,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Livestock,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-6.29830547,35.48931003,No,Yes,No,No,Does not use mobile money
3331,20,Female,Married,Some primary,A household member owns the land/plot,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,In the past 90 days,Less often than monthly,Not applicable,Can neither read nor write,Can neither read nor write,-2.9589093,34.15202941,Yes,No,Yes,No,Uses both
4576,47,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 90 days,Never,Not applicable,Can read and write,Can neither read nor write,-3.29058728,32.24775917,Yes,No,Yes,Yes,Uses both
2319,44,Female,Married,Primary completed,You do not own or rent the land,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,In the past 7 days,Less often than monthly,Not applicable,Can neither read nor write,Can neither read nor write,-2.58036692,32.13699616,Yes,Yes,No,No,Uses both
278,40,Female,Widowed,Some secondary,You personally own the land/plot where you live,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - non-agricultural products,Not applicable,No,Not applicable,No,Not applicable,Less often than monthly,Never,Can neither read nor write,Can read and write,-6.18025109,39.23729421,Yes,No,Yes,No,Uses both
3801,26,Male,Married,No formal education,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-2.76716191,32.60760515,No,Yes,No,No,Does not use mobile money
4115,36,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 90 days,Yes,6 months or longer ago,Never,Not applicable,Can read and write,Can read and write,-4.2258291,34.61311029,Yes,Yes,No,Yes,Uses both
7283,52,Female,Married,Some secondary,You personally own the land/plot where you live,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"Hospitality /Accommodation, restaurants, etc.",Yes,6 months or longer ago,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can read and write,-2.31702821,32.6844476,Yes,Yes,Yes,No,Uses both
5299,35,Male,Married,Primary completed,A household member owns the land/plot,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 30 days,Yes,In the past 90 days,Less often than monthly,Not applicable,Can read and write,Can read and write,-9.01251108,33.06826386,Yes,No,Yes,Yes,Uses both
957,35,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 90 days,Yes,In the past 30 days,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-5.07216563,38.45411264,Yes,No,No,No,Uses mobile money only
4013,39,Male,Married,Primary completed,A household member owns the land/plot,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-1.37113278,34.08894328,No,Yes,No,No,Does not use mobile money
5807,40,Male,Married,University or other higher education,You personally own the land/plot where you live,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Transport,Yes,In the past 30 days,Yes,6 months or longer ago,Never,Not applicable,Can read and write,Can read and write,-2.28716304,32.2692079,Yes,Yes,Yes,Yes,Uses both
4281,76,Male,Married,Primary completed,You personally own the land/plot where you live,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-3.2096264,37.31099488,No,Yes,No,No,Does not use mobile money
